cell_id,family,version,method_id,method_label,variant,epoch,global_step,checkpoint_sha256,score_mode,score_label,success_count,episode_count,success_rate,success_rate_percent,training_seed,planning_seed,selection_sha256,action_normalization_sha256,training_commit,evaluation_commit,planning_horizon,g_first_weight,status,comparison_role,source_kind,source_path,source_results_sha256,source_protocol_sha256,outcomes_sha256
epoch_sweep_original_scores__v2__e07__g1__f_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g1,V2-G1 Coupled Hybrid Neighbor Action Advantage,g1,7,89572,be05163a7e305d7b548cccdb3947bcd1c0ad7557b3dcd9fd95d2776c5ffc35cf,f_only,F-only,16,50,0.32,32.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_07/g1/f_only,8a1818aa53eac045760d914c607f89127d5bc439745f9a42e38c63666a9d45aa,cd9d5f3aedc23eed69e72d9509ba26b829d1e09d36e883a3045db1cd74e41721,0e0520af0ffb45ee661f87c415f868ecf789ed2699ee69a1dd916abc28d43034
epoch_sweep_original_scores__v2__e07__g1__g_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g1,V2-G1 Coupled Hybrid Neighbor Action Advantage,g1,7,89572,be05163a7e305d7b548cccdb3947bcd1c0ad7557b3dcd9fd95d2776c5ffc35cf,g_only,G-only,17,50,0.34,34.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,1,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_07/g1/g_only,48d5de29de602abe38e471f0ad6f36b4e6d0d723c396751e18691f0a2e662feb,0a55852d6b58f41e71f80495a9e6836bff8f3edffa3642ff59177a52ecaa97b4,724ed7bc0f9287a6aa62d870be53c3c0a592feff460940c188c94f67f8ee81a4
epoch_sweep_original_scores__v2__e07__g1__f_plus_g,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g1,V2-G1 Coupled Hybrid Neighbor Action Advantage,g1,7,89572,be05163a7e305d7b548cccdb3947bcd1c0ad7557b3dcd9fd95d2776c5ffc35cf,f_plus_g,F+G,13,50,0.26,26.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_07/g1/f_plus_g,7b7e5a06fdb9a980c21e330c1418ba49dd8fb7b30f2aeaddd5ef9695dcf473ad,d267edb8fba0d3b5872fafc7f36db93ffb967b80222b9e14301debe851571f00,db15d3051d81d9d07a008682d5f68804f058a35e7027fba536aebc20d493d15b
epoch_sweep_original_scores__v2__e07__g2__f_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g2,V2-G2 Coupled Hybrid Prefix-Mean Advantage,g2,7,89572,7083764da7916abf0e36b2e175b5bd9efa05d1b25af7a989a9053ffeb4617cd3,f_only,F-only,13,50,0.26,26.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_07/g2/f_only,e80e004940d42a500fcf29740e16d45444f1c692de126542235c6d0403ff9bce,876da04ff704bca158c2988a856645815d801f25f19b31a4f53989f4e1a73587,13e8ff430437b5bb750775fcc59867a5439b5c07f236585cb5d1df064b600127
epoch_sweep_original_scores__v2__e07__g2__g_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g2,V2-G2 Coupled Hybrid Prefix-Mean Advantage,g2,7,89572,7083764da7916abf0e36b2e175b5bd9efa05d1b25af7a989a9053ffeb4617cd3,g_only,G-only,13,50,0.26,26.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,1,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_07/g2/g_only,ecf0dc2fa87685d8edd221ab8c23b7a11c23a2e902b575dd5ca779637f83ca1c,ca79bb0637674ba11c82b87c977bac5816f1b96ec8f571ab0300b38353ac9e5b,8667d95e07d6ee861b2c857feb31af4e9b48aa3470f82de6b7b6b1909996091c
epoch_sweep_original_scores__v2__e07__g2__f_plus_g,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g2,V2-G2 Coupled Hybrid Prefix-Mean Advantage,g2,7,89572,7083764da7916abf0e36b2e175b5bd9efa05d1b25af7a989a9053ffeb4617cd3,f_plus_g,F+G,14,50,0.28,28.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_07/g2/f_plus_g,f50dae5d22352a6e8d6a8ebd3b5600af7a96f3ac8dc631bf01330783b38c671c,6669ddd8d4414240ccf2caf1360e71f304fc633191fa9973d57de987ff4bc517,6be938308e8dd2846011bd1fb96b6574679464c55c8562866d08d3cc40a8398e
epoch_sweep_original_scores__v2__e07__g3__f_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g3,V2-G3 Coupled Hybrid Prefix-Marginal Advantage,g3,7,89572,a660f3281115dbd6ecc8257406f4baa658b9fe75492e6ed3948f68562fc677a4,f_only,F-only,13,50,0.26,26.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_07/g3/f_only,120566cd4129da12d93401c3690504289c61bd9fd371467470fb5d5da1bdbb43,1a5346fd138bb0e8b8b58e8f2a23a56b2f0e8b309c4c12bbbc21477d3c1748e5,5678c79e9076ef946d5af35212f0955d5808d54aac8f35c19ebeb0a50c7ef4dd
epoch_sweep_original_scores__v2__e07__g3__g_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g3,V2-G3 Coupled Hybrid Prefix-Marginal Advantage,g3,7,89572,a660f3281115dbd6ecc8257406f4baa658b9fe75492e6ed3948f68562fc677a4,g_only,G-only,16,50,0.32,32.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,1,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_07/g3/g_only,b31358a2a2e3a2614ed057d61fa728519b7966239ac6053418e2915a35c2c986,2b624bc41e56fcf35bd75a95af9c38653555a5584575a076123968d5dc099c25,8cb0ecb48560890ab3fa11f002af9a25b887b99b77af727bbcb340ea10cd4dea
epoch_sweep_original_scores__v2__e07__g3__f_plus_g,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g3,V2-G3 Coupled Hybrid Prefix-Marginal Advantage,g3,7,89572,a660f3281115dbd6ecc8257406f4baa658b9fe75492e6ed3948f68562fc677a4,f_plus_g,F+G,16,50,0.32,32.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_07/g3/f_plus_g,b4e35dfe01c12529c7fa4a5d3bcd76fadca2e58c4338fdf114ead1bd5e299335,87de8763a64a8b0ddacd9bab279582e2463d7f13317d9e602ef98c51aef0ca8c,f0f62722d275c075a841cdce1f93cfb2ed8108cc44116ab8f992719e17c57561
epoch_sweep_original_scores__v2__e08__c__f_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_c,V2-C Coupled Hybrid Goal-Projected TD,c,8,102368,814f2b52af2bfc130f62e89c5d4d682742eff7bf25240e966b07e3b5d86f4e0c,f_only,F-only,14,50,0.28,28.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/c/f_only,605e81762883be736e8ff96c63370b0ce82a0677521feac8434336cd789decdf,ef92a3d8184e188ec5d24c28918297c16f618d84e6ee54cb7a00bc044826308e,3afa31c3e27a0832b0d6aa2d22fced92a132824e96e675f8558e6a1b19f82de2
epoch_sweep_original_scores__v2__e08__c__g_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_c,V2-C Coupled Hybrid Goal-Projected TD,c,8,102368,814f2b52af2bfc130f62e89c5d4d682742eff7bf25240e966b07e3b5d86f4e0c,g_only,G-only,21,50,0.42,42.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,1,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/c/g_only,3416dfb2a0c5a6c5247cd12c4a28a1b27bddb41725ded08883ae7421379a4425,ad94f7979f79092cee23ab9318a94c7052065bd2e24c418c35e30f592da9db91,eb004569d1340079f8903ebaaae9a25293a195055f246178484a7d4cc87372cf
epoch_sweep_original_scores__v2__e08__c__f_plus_g,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_c,V2-C Coupled Hybrid Goal-Projected TD,c,8,102368,814f2b52af2bfc130f62e89c5d4d682742eff7bf25240e966b07e3b5d86f4e0c,f_plus_g,F+G,14,50,0.28,28.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/c/f_plus_g,5ed715a8dfc37c9b652f62d0a5b0490a5d11e995183da0716b216f9785626837,36b0505b2454cecc002d9a9e37328a6aebe740d8a990a63f238381cd6365cff6,bd22b509e6a80e0a3bc1611517db4102e761a57a305a8788227257e9056dedc2
epoch_sweep_original_scores__v2__e08__d__f_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,d,8,102368,d99ed9830de2607b3d07669755bf0661812be93d8957ccafd6f3b0cababbcea0,f_only,F-only,12,50,0.24,24.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/d/f_only,126034e41f33fea9700b129c1c6545b8a5b51135c7ef3aa1cec348e4e53aacd9,c75cf047055b9eb7318f0a3e4b3f1ea6ae4c969684ef4fa5c2c7ff6fa2587f37,47a1c1d094c00fb5f9a595e7b6279e70fc769ee011e639a0731d0b68742247e7
epoch_sweep_original_scores__v2__e08__d__g_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,d,8,102368,d99ed9830de2607b3d07669755bf0661812be93d8957ccafd6f3b0cababbcea0,g_only,G-only,19,50,0.38,38.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,1,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/d/g_only,b4827ba962e7a8301cec195b8819fabf877b15604a349616818fc81080ea0a8b,48871e0c0c08d5c77ac9bd8168f3dcc2f294864710648b671f6d9fd7b751f1a2,75b23003dfa23f7c11eea79f1ae7f93583b6282ce78f5b0135f2b9e727b3f6f6
epoch_sweep_original_scores__v2__e08__d__f_plus_g,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_d,V2-D Coupled Hybrid Goal-Value Weighted TD,d,8,102368,d99ed9830de2607b3d07669755bf0661812be93d8957ccafd6f3b0cababbcea0,f_plus_g,F+G,16,50,0.32,32.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/d/f_plus_g,9e37e6990af67d03188900cd53604bdde58863ff8db02fc04308a189b888a88a,8c88e6ff1ca3283f436e0575c23e42dc78269ea6dbbc36c29cb9ff2528a5218b,8919487acff7312ee609a8f459ff1ac7432133589bff6a94ae653661ab330c92
epoch_sweep_original_scores__v2__e08__f__f_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,f,8,102368,ade32d1224ce6c9389c2a07df0269d7593c24569422a7e51dd2bae3b5a575f6e,f_only,F-only,13,50,0.26,26.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/f/f_only,b94ede5ede786a01f0efa90313f1bf58e4ef2044488eedd71512099702d03391,94358054391a2244c496ed101044a6dc78b5f9910a3e62bab217a1870a37d8bb,5153e670cedb80db14bf6287de512ed4984205b2d7702691962fe75f1434a9ec
epoch_sweep_original_scores__v2__e08__f__g_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,f,8,102368,ade32d1224ce6c9389c2a07df0269d7593c24569422a7e51dd2bae3b5a575f6e,g_only,G-only,20,50,0.4,40.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,1,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/f/g_only,89fbf34707690cbf73ea52f3e4cb37c8086d15cdd076403188a47743227000cd,deb2bd0eb6be7630cd365a2c6ed47fb058596fe56eb696ec713fdb6bc040e932,57fc3b03a1446ff76060283c52c05db4a0df05c0e170feaf0b4571b638333ef9
epoch_sweep_original_scores__v2__e08__f__f_plus_g,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_f,V2-F Coupled Hybrid Same-Future Advantage,f,8,102368,ade32d1224ce6c9389c2a07df0269d7593c24569422a7e51dd2bae3b5a575f6e,f_plus_g,F+G,19,50,0.38,38.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/f/f_plus_g,16990f8f11b28aba879a43cb3c93c61c464f9b556a50d3d893b031e95e1a6fca,859f01b4bfd4a9e70ec06575ed3e703b1bc8e66e2142fe3cc062f8a16858ed59,5cd3fbc4156b69a41951395224ed2156aa31c3b19ecbc6c6577009429df22814
epoch_sweep_original_scores__v2__e08__g1__f_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g1,V2-G1 Coupled Hybrid Neighbor Action Advantage,g1,8,102368,77181d4ba77b24220c2147ab10a0ee49bb6c1b871a99467a463c3223b3607899,f_only,F-only,16,50,0.32,32.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/g1/f_only,7d1eb38118459887c63258dc324d2d135de46e3ffb4422cdc97d71ed47b8e278,ae3a0f89568ef4b772e57400ed2801e6fd439976ceacccc33329e56fd7ef2aae,1c185708c06a6d64d8066f1a2ffd8074dbadf782e3f2145e7a21a18236ff872f
epoch_sweep_original_scores__v2__e08__g1__g_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g1,V2-G1 Coupled Hybrid Neighbor Action Advantage,g1,8,102368,77181d4ba77b24220c2147ab10a0ee49bb6c1b871a99467a463c3223b3607899,g_only,G-only,15,50,0.3,30.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,1,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/g1/g_only,1c1b498398738b50df2c5376241a43047a2ae99acdf4fa29273e4606a709104d,c736fce7aaf9105438e166eb9729b4ac0b0773c3a0aba2d3ce32ae42a56dc38a,4aa23627d1839e4f0315b1b0c234116af304eee75dd103b9bef6ac0975065fd6
epoch_sweep_original_scores__v2__e08__g1__f_plus_g,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g1,V2-G1 Coupled Hybrid Neighbor Action Advantage,g1,8,102368,77181d4ba77b24220c2147ab10a0ee49bb6c1b871a99467a463c3223b3607899,f_plus_g,F+G,11,50,0.22,22.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/g1/f_plus_g,55c227efe4b90a3eed6d801d1dded8a7416fa87579c602b9eceb9d49e382b40d,acc654308569956a15b595553b794e907851e2894aef0606abfe2ee31222c1bd,12cbd07128cd1dd38934d2125e2798eb59bf410c8b030783fa502b6b48c6e269
epoch_sweep_original_scores__v2__e08__g2__f_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g2,V2-G2 Coupled Hybrid Prefix-Mean Advantage,g2,8,102368,6e149d43ebc891ead30ee2136cb5d413cbabdcb4dedc613e17379587a1875593,f_only,F-only,15,50,0.3,30.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/g2/f_only,251446b9c666e82f91249457472e2a89e169edf0ee504b52ae6dd11d082e915c,23ab0638f9915b9043665170716a5fa377525f2566aaca939dfb9d715ec6bccc,dc1f27a0f3da9edc1dd0c11aebbadefcf40bdc8111b271c9fd3e7cf54ac191ee
epoch_sweep_original_scores__v2__e08__g2__g_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g2,V2-G2 Coupled Hybrid Prefix-Mean Advantage,g2,8,102368,6e149d43ebc891ead30ee2136cb5d413cbabdcb4dedc613e17379587a1875593,g_only,G-only,17,50,0.34,34.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,1,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/g2/g_only,6ac822ec2702a7509e3a5efeca560f1437999b4b4367ac5bec05fe81bae8acc5,a9b0e10bb469c42f20a91056c3ad7158debe7b247dd0daca8518772aedc402cc,798dd190171304fb9460fe2afaccfae22b51876d85a2daa34106b2c02d5fce46
epoch_sweep_original_scores__v2__e08__g2__f_plus_g,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g2,V2-G2 Coupled Hybrid Prefix-Mean Advantage,g2,8,102368,6e149d43ebc891ead30ee2136cb5d413cbabdcb4dedc613e17379587a1875593,f_plus_g,F+G,13,50,0.26,26.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/g2/f_plus_g,c92b9b4327616b7010ba8a57aada5a96ef3a88828cdf1d5a745ec109659672a0,59cf7564a9af83addac2ee2b6e70cb9a43f87969fe7f87fc2cf85613957c6fd8,27a6e9745e044508ba21f7be2aaffcf909b624e4102560c4db862eec0579130e
epoch_sweep_original_scores__v2__e08__g3__f_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g3,V2-G3 Coupled Hybrid Prefix-Marginal Advantage,g3,8,102368,288be4dfff3a9ba6dd47548c1aa500e79769206ef98e6e7f9eea75b1b1d73c60,f_only,F-only,13,50,0.26,26.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,5,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/g3/f_only,e839f82ed82a25b8558d1fc65bde8963e4789aace765362ab97058edbf5e5c44,3293484193391074d4e121eb9c5adf0a8ecff49b5e3f62791ebb60e533a4ab2f,984d1290464321dbeb46d3f0baddac45e441361477a2515f0f405dee90940d94
epoch_sweep_original_scores__v2__e08__g3__g_only,actor_free_td_lewm_v2,v2,actor_free_td_lewm_v2_g3,V2-G3 Coupled Hybrid Prefix-Marginal Advantage,g3,8,102368,288be4dfff3a9ba6dd47548c1aa500e79769206ef98e6e7f9eea75b1b1d73c60,g_only,G-only,17,50,0.34,34.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a5624e5b331d263a967501ef8a8cb1d8b7001072,ebaddc72199247115ded3a4fedb1d369b0b31ceb,1,,VERIFIED,epoch_sweep_original_scores,raw_evaluation,/private/tmp/td-results-full.y1qTdB/v2/evaluation_sweeps/epoch_08/g3/g_only,2348c19d8dcd5a88c3c0db2d30558d226540923098771348ebb91f0f31b53d41,2d8d104c3497de79468a5f81de5b394edfc62b7b4431271501d34e18aab49cff,657dba572cf7cc8fd6d8ffccee0cc7889c88b85d076caf2a2495ab22d547bd0a
